SampleID,CqSAMP_B2M,CqSAMP_TEL,RTL_resp_CAL,RTL_No_CAL,Plate,ExtrMethod
BR589,26.05424782,13.64575926,1.016375924,0.917269787,20150420_Soay_SCcomparison6,SC
BR589,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BR589,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BR589,26.15370361,13.46177666,0.924919206,1.093088555,20150421_Soay_SCcomparison7,SC
BR589,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BR589,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BR589,26.03528052,13.72243208,0.977483595,0.861097313,20150421_Soay_SCcomparison8,SC
BR589,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BR589,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BR594,26.36691773,13.31933035,1.235839107,1.369974608,20150416_Soay_PGcomparison1,PG
BR594,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BR594,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BR594,26.53350994,13.3788049,1.076810086,1.461493802,20150416_Soay_PGcomparison2,PG
BR594,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BR594,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BR594,26.33899592,13.26071253,1.101516682,1.396845755,20150417_Soay_PGcomparison3,PG
BR594,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BR594,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BR594,26.50407238,13.4904888,1.113201097,1.338263902,20150417_Soay_PGcomparison4,PG
BR594,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BR594,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BR594,25.85153402,13.54355296,0.894347342,0.861316932,20150420_Soay_SCcomparison5,SC
BR594,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BR594,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BR594,25.73826018,13.6407105,0.837000838,0.755385444,20150420_Soay_SCcomparison6,SC
BR594,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BR594,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BR594,26.01038877,13.46608186,0.84289785,0.996154024,20150421_Soay_SCcomparison7,SC
BR594,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BR594,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BR594,25.97495849,13.76998276,0.913454017,0.804691556,20150421_Soay_SCcomparison8,SC
BR594,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BR594,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BR598,26.24743169,13.9989135,0.738902127,0.819101085,20150416_Soay_PGcomparison1,PG
BR598,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BR598,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BR598,26.47504405,14.17177381,0.621745461,0.843860159,20150416_Soay_PGcomparison2,PG
BR598,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BR598,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BR598,26.52285547,13.92159145,0.808885872,1.025757314,20150417_Soay_PGcomparison3,PG
BR598,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BR598,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BR598,26.68033213,14.36992205,0.708407468,0.851630621,20150417_Soay_PGcomparison4,PG
BR598,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BR598,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BR598,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BR598,26.01858919,13.93935461,0.778236401,0.749494252,20150420_Soay_SCcomparison5,SC
BR598,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BR598,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BR598,25.97532703,14.03332004,0.761557824,0.68729883,20150420_Soay_SCcomparison6,SC
BR598,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BR598,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BR598,26.19026303,13.83672865,0.746938526,0.882747323,20150421_Soay_SCcomparison7,SC
BR598,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BR598,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BR598,26.20731224,14.30881584,0.752828068,0.663190901,20150421_Soay_SCcomparison8,SC
BR598,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BR599,26.1360445,13.50233301,0.949056845,1.052065573,20150416_Soay_PGcomparison1,PG
BR599,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BR599,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BR599,26.33647994,13.68365115,0.781278608,1.060385539,20150416_Soay_PGcomparison2,PG
BR599,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BR599,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BR599,26.27235599,13.55558051,0.873856482,1.108147283,20150417_Soay_PGcomparison3,PG
BR599,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BR599,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BR599,26.36176078,13.87081064,0.79757004,0.958819747,20150417_Soay_PGcomparison4,PG
BR599,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BR599,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BR599,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BR599,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BR599,25.36728338,13.12876579,0.85297797,0.821475429,20150420_Soay_SCcomparison5,SC
BR599,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BR599,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BR599,25.37481048,13.14321989,0.907006341,0.81856476,20150420_Soay_SCcomparison6,SC
BR599,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BR599,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BR599,25.719398,13.0209094,0.929706189,1.098745908,20150421_Soay_SCcomparison7,SC
BR599,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BR599,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BR599,25.52488757,13.42596758,0.855350136,0.753505947,20150421_Soay_SCcomparison8,SC
BO039,25.93408757,13.65508383,0.756903776,0.839056595,20150416_Soay_PGcomparison1,PG
BO039,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO039,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO039,26.28852752,13.69537055,0.752368359,1.021147281,20150416_Soay_PGcomparison2,PG
BO039,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO039,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO039,26.15706867,13.41232819,0.890942097,1.129813743,20150417_Soay_PGcomparison3,PG
BO039,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO039,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO039,26.20400172,13.79957671,0.75566577,0.908443431,20150417_Soay_PGcomparison4,PG
BO039,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO039,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO039,25.69720231,13.69823414,0.738476038,0.711202331,20150420_Soay_SCcomparison5,SC
BO039,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO039,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO039,25.62143414,13.79696861,0.706538829,0.6376447,20150420_Soay_SCcomparison6,SC
BO039,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO039,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO039,25.95555899,13.4837665,0.805283115,0.951700158,20150421_Soay_SCcomparison7,SC
BO039,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO039,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO039,25.86889971,13.99571468,0.74149977,0.653211431,20150421_Soay_SCcomparison8,SC
BO039,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO039,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO204,25.87008556,13.60627108,0.750187295,0.831611121,20150416_Soay_PGcomparison1,PG
BO204,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO204,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO204,25.99962764,13.72338271,0.616209773,0.836346882,20150416_Soay_PGcomparison2,PG
BO204,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO204,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO204,25.8748145,13.39365279,0.754677151,0.957014623,20150417_Soay_PGcomparison3,PG
BO204,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO204,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO204,25.94584865,13.83410476,0.627982744,0.754945932,20150417_Soay_PGcomparison4,PG
BO204,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO204,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO204,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO204,25.30988735,13.49401612,0.657391491,0.633112432,20150420_Soay_SCcomparison5,SC
BO204,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO204,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO204,25.28771201,13.55708045,0.665253659,0.600385221,20150420_Soay_SCcomparison6,SC
BO204,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO204,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO204,25.57863596,13.35210811,0.690375538,0.815900016,20150421_Soay_SCcomparison7,SC
BO204,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO204,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO204,25.56859043,13.82517426,0.683817184,0.602396953,20150421_Soay_SCcomparison8,SC
BO204,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO535,26.07299328,13.53631311,0.892200905,0.989038605,20150416_Soay_PGcomparison1,PG
BO535,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO535,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO535,26.31981635,13.72576171,0.752382832,1.021166922,20150416_Soay_PGcomparison2,PG
BO535,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO535,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO535,26.27272879,13.42302126,0.951789052,1.20697445,20150417_Soay_PGcomparison3,PG
BO535,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO535,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO535,26.24222074,13.86666354,0.741562872,0.891489261,20150417_Soay_PGcomparison4,PG
BO535,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO535,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO535,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO535,25.37919492,13.27591204,0.785002023,0.756009997,20150420_Soay_SCcomparison5,SC
BO535,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO535,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO535,25.32583407,13.48811513,0.710922479,0.641600903,20150420_Soay_SCcomparison6,SC
BO535,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO535,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO535,25.62706189,13.16263388,0.802166125,0.948016433,20150421_Soay_SCcomparison7,SC
BO535,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO535,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO535,25.44728496,13.44691958,0.804053272,0.708316857,20150421_Soay_SCcomparison8,SC
BO535,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO540,26.3142995,13.43829765,1.107031677,1.227186679,20150416_Soay_PGcomparison1,PG
BO540,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO540,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO540,26.48196792,13.68207053,0.856944292,1.163082315,20150416_Soay_PGcomparison2,PG
BO540,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO540,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO540,26.36352645,13.44239402,0.995406069,1.26228568,20150417_Soay_PGcomparison3,PG
BO540,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO540,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO540,26.3643717,13.77826728,0.847667925,1.019046237,20150417_Soay_PGcomparison4,PG
BO540,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO540,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO540,25.86938839,13.53462838,0.909352674,0.875768081,20150420_Soay_SCcomparison5,SC
BO540,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO540,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO540,25.76931848,13.651448,0.847749607,0.765086108,20150420_Soay_SCcomparison6,SC
BO540,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO540,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO540,25.98942405,13.35181564,0.894083449,1.056646216,20150421_Soay_SCcomparison7,SC
BO540,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO540,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO540,25.96025971,13.78626077,0.895849471,0.789183139,20150421_Soay_SCcomparison8,SC
BO540,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO540,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO543,26.38393124,13.84955059,0.887009706,0.983283965,20150416_Soay_PGcomparison1,PG
BO543,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO543,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO543,26.58467668,14.0048892,0.741945882,1.007001437,20150416_Soay_PGcomparison2,PG
BO543,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO543,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO543,26.47289782,13.79364249,0.850975588,1.079131758,20150417_Soay_PGcomparison3,PG
BO543,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO543,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO543,26.52883759,14.55184134,0.572989454,0.688834302,20150417_Soay_PGcomparison4,PG
BO543,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO543,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO543,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO543,25.61880073,13.78833763,0.66528509,0.640714502,20150420_Soay_SCcomparison5,SC
BO543,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO543,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO543,25.61202703,13.7541963,0.72120312,0.650879088,20150420_Soay_SCcomparison6,SC
BO543,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO543,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO543,25.90739984,13.58548199,0.732663479,0.865876776,20150421_Soay_SCcomparison7,SC
BO543,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO543,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO543,25.58268433,13.97564485,0.627557801,0.55283622,20150421_Soay_SCcomparison8,SC
BO543,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO546,26.27484455,13.93546746,0.783252814,0.868265506,20150416_Soay_PGcomparison1,PG
BO546,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO546,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO546,26.66167675,13.99386504,0.784295044,1.064479573,20150416_Soay_PGcomparison2,PG
BO546,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO546,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO546,26.53056733,13.97202799,0.786904437,0.997882409,20150417_Soay_PGcomparison3,PG
BO546,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO546,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO546,26.6274011,14.26182087,0.734242483,0.88268886,20150417_Soay_PGcomparison4,PG
BO546,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO546,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO546,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO546,25.47139233,13.15388842,0.896326127,0.863222632,20150420_Soay_SCcomparison5,SC
BO546,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO546,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO546,25.48691216,13.38160518,0.839591377,0.757723388,20150420_Soay_SCcomparison6,SC
BO546,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO546,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO546,25.72653633,13.07252048,0.90395071,1.06830755,20150421_Soay_SCcomparison7,SC
BO546,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO546,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO546,25.69328882,13.53529579,0.887407714,0.78174652,20150421_Soay_SCcomparison8,SC
BO546,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO550,25.82109145,13.32452258,0.872456924,0.967151652,20150416_Soay_PGcomparison1,PG
BO550,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO550,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO550,26.08130445,13.34186675,0.830045969,1.126574733,20150416_Soay_PGcomparison2,PG
BO550,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO550,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO550,26.03376906,13.19861244,0.945652363,1.199192446,20150417_Soay_PGcomparison3,PG
BO550,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO550,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO550,25.97553212,13.46255369,0.811771066,0.975891885,20150417_Soay_PGcomparison4,PG
BO550,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO550,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO550,25.33419406,12.90942234,0.956185643,0.920871392,20150420_Soay_SCcomparison5,SC
BO550,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO550,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO550,25.32203221,13.00696343,0.954653429,0.861565811,20150420_Soay_SCcomparison6,SC
BO550,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO550,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO550,25.5178859,12.82706956,0.925651653,1.093954174,20150421_Soay_SCcomparison7,SC
BO550,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO550,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO550,25.45973438,13.22397326,0.932410966,0.821391358,20150421_Soay_SCcomparison8,SC
BO550,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO550,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO532,27.10020846,14.79746387,0.756158866,0.838230836,20150416_Soay_PGcomparison1,PG
BO532,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO532,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BO532,27.27051312,14.90077233,0.63984733,0.868428809,20150416_Soay_PGcomparison2,PG
BO532,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO532,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BO532,27.04511775,14.74282664,0.663291827,0.841127863,20150417_Soay_PGcomparison3,PG
BO532,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO532,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BO532,27.38080979,15.14498697,0.67103943,0.806707659,20150417_Soay_PGcomparison4,PG
BO532,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO532,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BO532,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO532,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BO532,26.40353864,14.46324156,0.717149043,0.690662994,20150420_Soay_SCcomparison5,SC
BO532,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO532,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BO532,26.32136923,14.55823687,0.683505492,0.616857332,20150420_Soay_SCcomparison6,SC
BO532,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO532,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BO532,26.53514591,14.17488468,0.749510292,0.88578669,20150421_Soay_SCcomparison7,SC
BO532,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO532,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BO532,26.29411845,14.57601766,0.671904274,0.591902481,20150421_Soay_SCcomparison8,SC
BY022,25.76457367,13.16855312,0.931062651,1.032118322,20150416_Soay_PGcomparison1,PG
BY022,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BY022,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BY022,26.04116893,13.19355981,0.890791995,1.209021901,20150416_Soay_PGcomparison2,PG
BY022,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BY022,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BY022,25.8685901,13.02658348,0.951719382,1.206886098,20150417_Soay_PGcomparison3,PG
BY022,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BY022,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BY022,25.88071713,13.2757864,0.861762705,1.035990642,20150417_Soay_PGcomparison4,PG
BY022,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BY022,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BY022,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BY022,25.42702869,13.20136695,0.846746294,0.815473904,20150420_Soay_SCcomparison5,SC
BY022,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BY022,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BY022,25.42524221,13.21523992,0.895299013,0.807999009,20150420_Soay_SCcomparison6,SC
BY022,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BY022,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BY022,25.7273774,13.06040885,0.911371218,1.07707726,20150421_Soay_SCcomparison7,SC
BY022,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BY022,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BY022,25.70578157,13.41445395,0.965054637,0.850148235,20150421_Soay_SCcomparison8,SC
BY022,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BY596,26.13202293,13.32915502,1.058661271,1.173566246,20150416_Soay_PGcomparison1,PG
BY596,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BY596,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
BY596,26.32416453,13.49095069,0.878076796,1.191764275,20150416_Soay_PGcomparison2,PG
BY596,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BY596,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
BY596,26.29052218,13.35080821,1.00825199,1.278575738,20150417_Soay_PGcomparison3,PG
BY596,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BY596,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
BY596,26.17207622,13.62259582,0.829476772,0.997177263,20150417_Soay_PGcomparison4,PG
BY596,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BY596,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
BY596,25.29160329,12.95745895,0.903985118,0.870598762,20150420_Soay_SCcomparison5,SC
BY596,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BY596,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
BY596,25.34282292,12.95417806,0.999174607,0.90174576,20150420_Soay_SCcomparison6,SC
BY596,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BY596,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
BY596,25.4920322,12.75855633,0.950978025,1.123885402,20150421_Soay_SCcomparison7,SC
BY596,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BY596,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
BY596,25.46163382,13.01973039,1.061561595,0.935164379,20150421_Soay_SCcomparison8,SC
BY596,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
BY596,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AG575,26.00620732,13.28391175,1.006757342,1.116028768,20150416_Soay_PGcomparison1,PG
AG575,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AG575,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AG575,26.22329591,13.39844138,0.874926427,1.187488454,20150416_Soay_PGcomparison2,PG
AG575,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AG575,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AG575,26.17187653,13.27200661,0.984169561,1.24803654,20150417_Soay_PGcomparison3,PG
AG575,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AG575,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AG575,26.2017526,13.54505126,0.888197947,1.067770464,20150417_Soay_PGcomparison4,PG
AG575,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AG575,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AG575,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AG575,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AG575,25.46739186,13.04110826,0.958298473,0.922906195,20150420_Soay_SCcomparison5,SC
AG575,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AG575,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AG575,25.5258748,13.27682191,0.917778661,0.82828668,20150420_Soay_SCcomparison6,SC
AG575,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AG575,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AG575,25.70169867,12.95212585,0.960218832,1.134806377,20150421_Soay_SCcomparison7,SC
AG575,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AG575,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AG575,25.54235133,13.32778739,0.919883438,0.810355449,20150421_Soay_SCcomparison8,SC
AG579,25.90331518,13.28701385,0.941507221,1.043696527,20150416_Soay_PGcomparison1,PG
AG579,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AG579,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AG579,26.22674973,13.41338091,0.868402012,1.178633235,20150416_Soay_PGcomparison2,PG
AG579,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AG579,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AG579,26.19408367,13.28375413,0.990542107,1.256117641,20150417_Soay_PGcomparison3,PG
AG579,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AG579,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AG579,25.99493325,NA,NA,0.63908127,20150417_Soay_PGcomparison4,PG
AG579,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AG579,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
