SampleID,Cq_SAMP_B2M,Cq_SAMP_Tel,RTL_PU_CAL,RTL_resp_CAL,RTL_No_CAL,RTL_NO_CAL_Corrected,Plate,ExtrMethod
11,25.97852317,14.12178347,0.905595076,0.905595076,0.000615321,1.157375632,Puregene 1,PU
11,NA,NA,NA,NA,NA,NA,Puregene 1,PU
11,NA,NA,NA,NA,NA,NA,Puregene 1,PU
11,26.00783626,14.55999484,0.905237414,0.905237414,0.000724102,0.891250811,Puregene 2,PU
11,NA,NA,NA,NA,NA,NA,Puregene 2,PU
11,NA,NA,NA,NA,NA,NA,Puregene 2,PU
11,26.46457392,14.99214178,0.907445487,0.907445487,0.000734675,0.904854972,Puregene 3,PU
11,NA,NA,NA,NA,NA,NA,Puregene 3,PU
11,NA,NA,NA,NA,NA,NA,Puregene 3,PU
11,26.43567523,15.61710669,0.718690002,0.718690002,0.001066271,0.598720861,Puregene 4,PU
11,NA,NA,NA,NA,NA,NA,Puregene 4,PU
11,NA,NA,NA,NA,NA,NA,Puregene 4,PU
11,26.95972689,15.69337518,0.721110705,0.949452223,0.000715415,0.801925863,SpinColumn 1,SC
11,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
11,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
11,26.90565205,16.17077476,0.722330347,0.88711472,0.000891379,0.58309218,SpinColumn 2,SC
11,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
11,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
11,27.08355758,16.04379305,0.758893016,0.877,0.000749985,0.703686783,SpinColumn 3,SC
11,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
11,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
11,27.15374044,16.35902864,0.718911135,0.914603858,0.000876179,0.609853332,SpinColumn 4,SC
11,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
11,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
11,26.50142139,15.2488212,0.604980236,0.865586092,0.000793154,0.792863688,PlateExtr 1,SP
11,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
11,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
11,26.5232259,15.55138471,0.750236413,0.983,0.000854222,0.670455672,PlateExtr 2,SP
11,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
11,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
11,26.98662554,15.29961225,0.804957372,1.123,0.00059895,1.039996836,PlateExtr 3,SP
11,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
11,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
11,27.0390378,16.00203306,0.810843598,0.955,0.000765829,0.704804056,PlateExtr 4,SP
11,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
11,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
12,26.19419489,14.07666256,1.067550225,1.067550225,0.000521972,1.364358811,Puregene 1,PU
12,NA,NA,NA,NA,NA,NA,Puregene 1,PU
12,NA,NA,NA,NA,NA,NA,Puregene 1,PU
12,26.27066625,14.32877211,1.238321651,1.238321651,0.000529333,1.219188641,Puregene 2,PU
12,NA,NA,NA,NA,NA,NA,Puregene 2,PU
12,NA,NA,NA,NA,NA,NA,Puregene 2,PU
12,26.25082871,14.22940172,1.285320886,1.285320886,0.000518686,1.281651639,Puregene 3,PU
12,NA,NA,NA,NA,NA,NA,Puregene 3,PU
12,NA,NA,NA,NA,NA,NA,Puregene 3,PU
12,26.13904507,14.4903465,1.214603698,1.214603698,0.000630921,1.011852915,Puregene 4,PU
12,NA,NA,NA,NA,NA,NA,Puregene 4,PU
12,NA,NA,NA,NA,NA,NA,Puregene 4,PU
12,25.9554565,14.32333659,0.897082759,1.181146269,0.000575079,0.997619175,SpinColumn 1,SC
12,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
12,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
12,25.84837237,14.65021213,0.942655153,1.157701965,0.000683039,0.760946641,SpinColumn 2,SC
12,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
12,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
12,25.96578187,14.49140848,0.974090064,1.125,0.000584297,0.903229159,SpinColumn 3,SC
12,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
12,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
12,25.98158335,14.73589841,0.926767444,1.179040133,0.000679669,0.786178136,SpinColumn 4,SC
12,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
12,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
12,26.0220896,13.97196013,0.9865668,1.411547767,0.000486376,1.292956268,PlateExtr 1,SP
12,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
12,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
12,25.91799798,14.30815635,1.098444949,1.44,0.000583433,0.981635433,PlateExtr 2,SP
12,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
12,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
12,26.06034473,13.85494028,1.104016758,1.54,0.000436704,1.426378549,PlateExtr 3,SP
12,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
12,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
12,25.85834912,14.23778949,1.134070414,1.336,0.000547557,0.985760296,PlateExtr 4,SP
12,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
12,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
13,25.67681379,13.56580687,1.066091224,1.066091224,0.000522686,1.362494169,Puregene 1,PU
13,NA,NA,NA,NA,NA,NA,Puregene 1,PU
13,NA,NA,NA,NA,NA,NA,Puregene 1,PU
13,25.79380805,13.85065366,1.240183694,1.240183694,0.000528538,1.221021914,Puregene 2,PU
13,NA,NA,NA,NA,NA,NA,Puregene 2,PU
13,NA,NA,NA,NA,NA,NA,Puregene 2,PU
13,26.0252124,13.9475564,1.332493649,1.332493649,0.000500323,1.328689735,Puregene 3,PU
13,NA,NA,NA,NA,NA,NA,Puregene 3,PU
13,NA,NA,NA,NA,NA,NA,Puregene 3,PU
13,25.65510118,14.26629665,1.030494978,1.030494978,0.000743641,0.858477006,Puregene 4,PU
13,NA,NA,NA,NA,NA,NA,Puregene 4,PU
13,NA,NA,NA,NA,NA,NA,Puregene 4,PU
13,26.01570618,14.29736818,0.946972327,1.246833494,0.000544782,1.053099886,SpinColumn 1,SC
13,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
13,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
13,25.80576906,14.79960367,0.837470121,1.028521195,0.000768828,0.676037332,SpinColumn 2,SC
13,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
13,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
13,25.8578288,14.47088779,0.921642812,1.065,0.000617547,0.85459722,SpinColumn 3,SC
13,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
13,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
13,25.78751784,14.74385336,0.816819995,1.039164207,0.000771155,0.69290956,SpinColumn 4,SC
13,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
13,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
13,24.44198931,13.08040968,0.637568961,0.912212982,0.000752613,0.835573208,PlateExtr 1,SP
13,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
13,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
13,24.25044738,13.38198759,0.682631201,0.895,0.000938821,0.610039651,PlateExtr 2,SP
13,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
13,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
14,25.14097462,13.25660715,0.925785095,0.925785095,0.000601901,1.18317904,Puregene 1,PU
14,NA,NA,NA,NA,NA,NA,Puregene 1,PU
14,NA,NA,NA,NA,NA,NA,Puregene 1,PU
14,25.1560934,13.43502583,1.078081695,1.078081695,0.00060801,1.061424518,Puregene 2,PU
14,NA,NA,NA,NA,NA,NA,Puregene 2,PU
14,NA,NA,NA,NA,NA,NA,Puregene 2,PU
14,25.36045817,13.51730928,1.150025667,1.150025667,0.000579707,1.146742648,Puregene 3,PU
14,NA,NA,NA,NA,NA,NA,Puregene 3,PU
14,NA,NA,NA,NA,NA,NA,Puregene 3,PU
14,25.20755596,13.80214595,1.041293783,1.041293783,0.000735929,0.867473194,Puregene 4,PU
14,NA,NA,NA,NA,NA,NA,Puregene 4,PU
14,NA,NA,NA,NA,NA,NA,Puregene 4,PU
14,25.88790923,14.23306243,0.909295034,1.197225592,0.000567355,1.011200083,SpinColumn 1,SC
14,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
14,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
14,25.73242774,14.67530586,0.862970514,1.059838962,0.000746109,0.696622208,SpinColumn 2,SC
14,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
14,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
14,25.88379668,14.44766748,0.950282558,1.098,0.000598936,0.881153549,SpinColumn 3,SC
14,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
14,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
14,25.87025126,14.7394925,0.862508993,1.097290075,0.000730305,0.731667598,SpinColumn 4,SC
14,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
14,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
14,25.48558903,13.56596155,0.906671941,1.297236794,0.000529235,1.188249161,PlateExtr 1,SP
14,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
14,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
14,25.35451287,13.8809863,1.002897243,1.314,0.000639017,0.896248345,PlateExtr 2,SP
14,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
14,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
14,25.62673953,13.59054642,0.991290507,1.383,0.000486365,1.280737377,PlateExtr 3,SP
14,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
14,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
14,25.4676072,13.94220283,1.063229049,1.253,0.000584039,0.924183342,PlateExtr 4,SP
14,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
14,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
15,25.11250888,13.23891496,0.919610576,0.919610576,0.000605943,1.175287832,Puregene 1,PU
15,NA,NA,NA,NA,NA,NA,Puregene 1,PU
15,NA,NA,NA,NA,NA,NA,Puregene 1,PU
15,25.05316911,13.38881685,1.040106467,1.040106467,0.000630209,1.024036035,Puregene 2,PU
15,NA,NA,NA,NA,NA,NA,Puregene 2,PU
15,NA,NA,NA,NA,NA,NA,Puregene 2,PU
15,25.20048705,13.38701875,1.128951653,1.128951653,0.000590528,1.125728801,Puregene 3,PU
15,NA,NA,NA,NA,NA,NA,Puregene 3,PU
15,NA,NA,NA,NA,NA,NA,Puregene 3,PU
15,25.0387907,13.79939655,0.937521676,0.937521676,0.000817388,0.78102351,Puregene 4,PU
15,NA,NA,NA,NA,NA,NA,Puregene 4,PU
15,NA,NA,NA,NA,NA,NA,Puregene 4,PU
15,26.14159805,14.7970425,0.751515025,0.989484147,0.000686471,0.835737606,SpinColumn 1,SC
15,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
15,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
15,25.68609535,15.19934019,0.608033962,0.746744035,0.001058938,0.490827849,SpinColumn 2,SC
15,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
15,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
15,26.16045238,14.97683485,0.817274633,0.944,0.00069641,0.757821385,SpinColumn 3,SC
15,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
15,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
15,25.92391424,15.12889883,0.703816828,0.895400774,0.00089497,0.597048811,SpinColumn 4,SC
15,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
15,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
15,26.06329368,14.59067114,0.690839913,0.988431332,0.000694578,0.905388056,PlateExtr 1,SP
15,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
15,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
15,25.95475541,14.92334751,0.771960582,1.012,0.000830183,0.689869672,PlateExtr 2,SP
15,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
15,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
15,26.06903848,14.5509061,0.720740441,1.005,0.000668936,0.931189404,PlateExtr 3,SP
15,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
15,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
15,25.96332735,14.9479292,0.785916879,0.926,0.000790119,0.683137169,PlateExtr 4,SP
15,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
15,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
16,26.10491411,14.09233676,0.999165937,0.999165937,0.000557696,1.276961791,Puregene 1,PU
16,NA,NA,NA,NA,NA,NA,Puregene 1,PU
16,NA,NA,NA,NA,NA,NA,Puregene 1,PU
16,26.20987374,14.46371025,1.09369951,1.09369951,0.000599328,1.076801028,Puregene 2,PU
16,NA,NA,NA,NA,NA,NA,Puregene 2,PU
16,NA,NA,NA,NA,NA,NA,Puregene 2,PU
16,26.33226057,14.4499614,1.176721754,1.176721754,0.000566555,1.173362531,Puregene 3,PU
16,NA,NA,NA,NA,NA,NA,Puregene 3,PU
16,NA,NA,NA,NA,NA,NA,Puregene 3,PU
16,26.2376849,14.90446103,0.99500972,0.99500972,0.000770162,0.82891521,Puregene 4,PU
16,NA,NA,NA,NA,NA,NA,Puregene 4,PU
16,NA,NA,NA,NA,NA,NA,Puregene 4,PU
16,25.8439934,14.48265401,0.757380007,0.99720629,0.000681155,0.842259876,SpinColumn 1,SC
16,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
16,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
16,25.73984543,15.65110188,0.476906552,0.585702683,0.001350098,0.38497688,SpinColumn 2,SC
16,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
16,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
16,25.82576076,14.78648737,0.744113917,0.86,0.00076488,0.6899828,SpinColumn 3,SC
16,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
16,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
16,25.79710669,15.03651406,0.687711083,0.874910931,0.000915929,0.583386283,SpinColumn 4,SC
16,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
16,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
16,25.44021817,13.96720765,0.687912033,0.984242216,0.000697535,0.901550889,PlateExtr 1,SP
16,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
16,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
16,25.39833783,14.41658824,0.743185574,0.974,0.000862327,0.664154624,PlateExtr 2,SP
16,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
16,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
16,25.45103785,13.70082012,0.829192619,1.157,0.000581444,1.071308532,PlateExtr 3,SP
16,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
16,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
16,25.39517604,14.88700202,0.571612386,0.673,0.001086344,0.496858736,PlateExtr 4,SP
16,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
16,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
17,25.80408428,13.71664073,1.04953284,1.04953284,0.000530933,1.341332096,Puregene 1,PU
17,NA,NA,NA,NA,NA,NA,Puregene 1,PU
17,NA,NA,NA,NA,NA,NA,Puregene 1,PU
17,25.72690084,13.96977033,1.102125882,1.102125882,0.000594746,1.085097205,Puregene 2,PU
17,NA,NA,NA,NA,NA,NA,Puregene 2,PU
17,NA,NA,NA,NA,NA,NA,Puregene 2,PU
17,25.75977317,14.02475011,1.073087014,1.073087014,0.000621271,1.07002364,Puregene 3,PU
17,NA,NA,NA,NA,NA,NA,Puregene 3,PU
17,NA,NA,NA,NA,NA,NA,Puregene 3,PU
17,25.75194753,14.24251002,1.11217411,1.11217411,0.000689027,0.926521638,Puregene 4,PU
17,NA,NA,NA,NA,NA,NA,Puregene 4,PU
17,NA,NA,NA,NA,NA,NA,Puregene 4,PU
17,25.80841491,14.35005652,0.804196756,1.05884768,0.000641501,0.894323396,SpinColumn 1,SC
17,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
17,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
17,25.72894853,14.79195451,0.801702843,0.98459437,0.000803128,0.64716464,SpinColumn 2,SC
17,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
17,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
17,25.83200123,14.52291931,0.878270101,1.015,0.000648045,0.814379691,SpinColumn 3,SC
17,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
17,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
17,25.8288319,14.8090217,0.805630492,1.024928841,0.000781866,0.683417489,SpinColumn 4,SC
17,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
17,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
17,25.6499135,14.02021846,0.758942587,1.085870428,0.000632251,0.994640788,PlateExtr 1,SP
17,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
17,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
17,25.52621061,14.29755837,0.865648873,1.135,0.000740333,0.773595076,PlateExtr 2,SP
17,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
17,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
17,25.73642625,13.98425028,0.831676929,1.16,0.000579707,1.074518234,PlateExtr 3,SP
17,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
17,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
17,25.51266767,14.33025556,0.863484411,1.017,0.000719142,0.750560671,PlateExtr 4,SP
17,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
17,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
18,25.67246184,13.61311562,1.031692884,1.031692884,0.000540114,1.318532132,Puregene 1,PU
18,NA,NA,NA,NA,NA,NA,Puregene 1,PU
18,NA,NA,NA,NA,NA,NA,Puregene 1,PU
18,25.72290998,13.84250785,1.191864589,1.191864589,0.000549966,1.173449376,Puregene 2,PU
18,NA,NA,NA,NA,NA,NA,Puregene 2,PU
18,NA,NA,NA,NA,NA,NA,Puregene 2,PU
18,25.8370151,13.83466394,1.27088491,1.27088491,0.000524578,1.26725687,Puregene 3,PU
18,NA,NA,NA,NA,NA,NA,Puregene 3,PU
18,NA,NA,NA,NA,NA,NA,Puregene 3,PU
18,25.85050729,14.14438897,1.259444097,1.259444097,0.000608458,1.049208216,Puregene 4,PU
18,NA,NA,NA,NA,NA,NA,Puregene 4,PU
18,NA,NA,NA,NA,NA,NA,Puregene 4,PU
18,25.64459639,14.19838478,0.796982095,1.049348478,0.000647308,0.886300189,SpinColumn 1,SC
18,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
18,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
18,25.64396861,14.62783346,0.840337977,1.032043292,0.000766204,0.678352371,SpinColumn 2,SC
18,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
18,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
18,25.63333911,14.36043948,0.856350228,0.989,0.000664632,0.794054393,SpinColumn 3,SC
18,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
18,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
18,25.74819296,14.68530592,0.825863124,1.05066894,0.000762711,0.700580859,SpinColumn 4,SC
18,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
18,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
18,23.76401241,12.71652329,0.522604274,0.747725238,0.000918176,0.684904938,PlateExtr 1,SP
18,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
18,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
18,23.63984333,13.02065923,0.581332765,0.762,0.001102413,0.519513369,PlateExtr 2,SP
18,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
18,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
19,25.84085946,14.10448995,0.839542835,0.839542835,0.000663732,1.072959035,Puregene 1,PU
19,NA,NA,NA,NA,NA,NA,Puregene 1,PU
19,NA,NA,NA,NA,NA,NA,Puregene 1,PU
19,25.93698041,14.46257006,0.920734508,0.920734508,0.000711915,0.906508461,Puregene 2,PU
19,NA,NA,NA,NA,NA,NA,Puregene 2,PU
19,NA,NA,NA,NA,NA,NA,Puregene 2,PU
19,26.26863935,14.66260565,0.987945091,0.987945091,0.000674813,0.985124768,Puregene 3,PU
19,NA,NA,NA,NA,NA,NA,Puregene 3,PU
19,NA,NA,NA,NA,NA,NA,Puregene 3,PU
19,26.42647325,15.40056197,0.819346022,0.819346022,0.000935281,0.682574619,Puregene 4,PU
19,NA,NA,NA,NA,NA,NA,Puregene 4,PU
19,NA,NA,NA,NA,NA,NA,Puregene 4,PU
19,26.75971159,15.49364917,0.719694693,0.947587827,0.000716822,0.800351155,SpinColumn 1,SC
19,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
19,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
19,26.64722074,15.97798783,0.690888101,0.848499592,0.000931946,0.557710822,SpinColumn 2,SC
19,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
19,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
19,26.92705679,15.85899188,0.770336866,0.89,0.000738843,0.714298144,SpinColumn 3,SC
19,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
19,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
19,26.86108698,16.34326533,0.604371057,0.768885158,0.001042232,0.512688821,SpinColumn 4,SC
19,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
19,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
19,26.08965197,14.59638472,0.699836237,1.00130298,0.00068565,0.91717829,PlateExtr 1,SP
19,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
19,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
19,26.02391139,15.05627736,0.743182865,0.974,0.00086233,0.664152205,PlateExtr 2,SP
19,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
19,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
19,26.42635183,15.03165793,0.669080005,0.933,0.000720585,0.864444638,PlateExtr 3,SP
19,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
19,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
19,26.53416519,15.50339779,0.800949012,0.944,0.00077529,0.696203451,PlateExtr 4,SP
19,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
19,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
20,25.94920721,14.17794469,0.857862687,0.857862687,0.000649558,1.09637232,Puregene 1,PU
20,NA,NA,NA,NA,NA,NA,Puregene 1,PU
20,NA,NA,NA,NA,NA,NA,Puregene 1,PU
20,25.91733141,14.33194104,0.987985652,0.987985652,0.000663455,0.972720529,Puregene 2,PU
20,NA,NA,NA,NA,NA,NA,Puregene 2,PU
20,NA,NA,NA,NA,NA,NA,Puregene 2,PU
20,26.06888566,14.29656137,1.098095564,1.098095564,0.000607122,1.094960794,Puregene 3,PU
20,NA,NA,NA,NA,NA,NA,Puregene 3,PU
20,NA,NA,NA,NA,NA,NA,Puregene 3,PU
20,25.92458815,14.55296123,1.019409796,1.019409796,0.000751728,0.849242246,Puregene 4,PU
20,NA,NA,NA,NA,NA,NA,Puregene 4,PU
20,NA,NA,NA,NA,NA,NA,Puregene 4,PU
20,26.07108854,14.72385967,0.752290924,0.990505736,0.000685763,0.836600462,SpinColumn 1,SC
20,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
20,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
20,25.89160509,15.13374702,0.720330678,0.884658868,0.000893854,0.581477975,SpinColumn 2,SC
20,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
20,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
20,26.15258249,14.99345572,0.804979296,0.93,0.000707047,0.74642048,SpinColumn 3,SC
20,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
20,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
20,26.04919426,15.16804365,0.743301661,0.945633659,0.000847428,0.63054385,SpinColumn 4,SC
20,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
20,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
20,25.25275835,13.75004303,0.699701815,1.001110654,0.000685781,0.91700212,PlateExtr 1,SP
20,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
20,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
20,25.26396169,14.07217989,0.843324869,1.105,0.000759931,0.753645026,PlateExtr 2,SP
20,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
20,NA,NA,NA,NA,NA,NA,PlateExtr 2,SP
20,25.34405127,13.75241716,0.750979058,1.048,0.000642001,0.970257395,PlateExtr 3,SP
20,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
20,NA,NA,NA,NA,NA,NA,PlateExtr 3,SP
20,25.20219995,14.13425656,0.801160667,0.944,0.000775085,0.696387428,PlateExtr 4,SP
20,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
20,NA,NA,NA,NA,NA,NA,PlateExtr 4,SP
21,25.83394071,14.58237825,0.617010165,0.617010165,0.000903115,0.788556113,Puregene 1,PU
21,NA,NA,NA,NA,NA,NA,Puregene 1,PU
21,NA,NA,NA,NA,NA,NA,Puregene 1,PU
21,26.08631229,14.76950089,0.832874745,0.832874745,0.000787014,0.820006202,Puregene 2,PU
21,NA,NA,NA,NA,NA,NA,Puregene 2,PU
21,NA,NA,NA,NA,NA,NA,Puregene 2,PU
21,26.2661082,14.79913628,0.90465413,0.90465413,0.000736942,0.902071579,Puregene 3,PU
21,NA,NA,NA,NA,NA,NA,Puregene 3,PU
21,NA,NA,NA,NA,NA,NA,Puregene 3,PU
21,26.14145261,15.15814977,0.797533507,0.797533507,0.000960861,0.664403214,Puregene 4,PU
21,NA,NA,NA,NA,NA,NA,Puregene 4,PU
21,NA,NA,NA,NA,NA,NA,Puregene 4,PU
21,26.22306886,15.08338858,0.662148815,0.871819902,0.00077912,0.736356092,SpinColumn 1,SC
21,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
21,NA,NA,NA,NA,NA,NA,SpinColumn 1,SC
21,25.99183404,15.54644754,0.595838888,0.731766913,0.001080612,0.480983528,SpinColumn 2,SC
21,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
21,NA,NA,NA,NA,NA,NA,SpinColumn 2,SC
21,26.18987104,15.24563151,0.705882419,0.815,0.000806307,0.654532478,SpinColumn 3,SC
21,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
21,NA,NA,NA,NA,NA,NA,SpinColumn 3,SC
21,26.0805789,15.54944809,0.601063867,0.764677727,0.001047967,0.50988333,SpinColumn 4,SC
21,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
21,NA,NA,NA,NA,NA,NA,SpinColumn 4,SC
21,25.30069786,14.00733284,0.615061563,0.880010127,0.000780154,0.806075884,PlateExtr 1,SP
21,NA,NA,NA,NA,NA,NA,PlateExtr 1,SP
